Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,
05/02/1982 14:00,2770.58,0.88,328,10.9,0.272,0.122,2.8,0.95,99.5,-9,-9,-9,,5,,
05/03/1982 08:00,2771.33,0.5,310,9.5,0.331,0.17,3.38,1.09,102.8,-9,-9,-9,,5,,
05/03/1982 14:00,2771.58,0.63,286,13.5,0.241,0.14,4.05,0.87,138.2,-9,-9,-9,,5,,
05/04/1982 14:00,2772.58,1,300,8.9,0.287,0.179,5.94,0.73,146.1,-9,-9,-9,,5,,
05/05/1982 14:00,2773.58,1,289,6.6,0.329,0.235,4.75,0.92,146.5,-9,-9,-9,,5,,
05/06/1982 14:00,2774.58,1,300,6.7,0.371,0.257,4.53,1.04,152.2,-9,-9,-9,,5,,
05/07/1982 14:00,2775.58,1,282,8.2,0.399,0.256,4.88,1.05,151.2,-9,-9,-9,,5,,
05/08/1982 14:00,2776.58,1,1630,197,0.439,0.155,3.36,1.38,141.4,-9,-9,-9,,5,,
05/09/1982 14:00,2777.58,0.88,608,20.1,0.229,0.125,2.85,0.86,143.1,-9,-9,-9,,5,,
05/10/1982 08:00,2778.33,0.98,435,22.2,0.265,0.127,3.47,0.97,149.8,-9,-9,-9,,5,,
05/11/1982 13:00,2779.54,1.1,364,12.3,0.264,0.166,3.61,0.78,112.1,-9,-9,-9,,5,,
05/12/1982 13:00,2780.54,1,427,12.6,0.3,0.171,3.52,0.71,112.5,-9,-9,-9,,5,,
05/13/1982 13:00,2781.54,1,435,11.4,0.349,0.238,3.59,0.76,109.6,-9,-9,-9,,5,,
05/14/1982 13:00,2782.54,1,380,12.6,0.365,0.207,3.04,0.85,105.5,-9,-9,-9,,5,,
05/15/1982 13:00,2783.54,1,331,16.6,0.397,0.247,2.96,0.79,101.4,-9,-9,-9,,5,,
05/16/1982 13:00,2784.54,0.88,279,15.1,0.469,0.294,3.24,0.95,102.9,-9,-9,-9,,5,,
05/17/1982 07:00,2785.29,0.5,262,19.7,0.45,0.238,3.86,1,107.3,-9,-9,-9,,5,,
05/17/1982 13:00,2785.54,0.63,252,15,0.423,0.253,3.68,0.65,114.4,-9,-9,-9,,5,,
05/18/1982 13:00,2786.54,1,252,14.9,0.474,0.282,4.34,0.92,115,-9,-9,-9,,5,,
05/19/1982 13:00,2787.54,1,248,13.9,0.539,0.36,4.48,0.71,119.8,-9,-9,-9,,5,,
05/20/1982 13:00,2788.54,1,552,48,0.397,0.165,2.7,1.16,105.4,-9,-9,-9,,5,,
05/21/1982 13:00,2789.54,1,427,24.4,0.41,0.245,3.16,0.96,144.6,-9,-9,-9,,5,,
05/22/1982 13:00,2790.54,0.63,307,18.6,0.416,0.257,2.72,1.21,118.6,-9,-9,-9,,5,,
05/22/1982 19:00,2790.79,0.25,300,17.2,0.479,0.29,3.34,1.09,125.8,-9,-9,-9,,5,,
05/23/1982 01:00,2791.04,0.25,356,27.9,0.572,0.356,3.72,1.44,128.8,-9,-9,-9,,5,,
05/23/1982 07:00,2791.29,0.25,2010,903,1.96,0.157,2.58,4.1,116.8,-9,-9,-9,,5,,
05/23/1982 13:00,2791.54,0.25,2920,2100,2.07,0.028,1.34,4.91,64.2,-9,-9,-9,,5,,
05/23/1982 19:00,2791.79,0.25,1460,796,1.07,0.05,1.66,2.43,74.8,-9,-9,-9,,5,,
05/24/1982 01:00,2792.04,0.25,2430,739,0.889,0.065,1.66,2.3,77.6,-9,-9,-9,,5,,
05/24/1982 07:00,2792.29,0.25,2000,693,0.802,0.044,1.78,2.33,74,-9,-9,-9,,5,,
05/24/1982 13:00,2792.54,0.63,1370,259,0.468,0.121,2.34,1.21,69.2,-9,-9,-9,,5,,
05/25/1982 13:00,2793.54,1,788,114,0.388,0.168,2.97,1,96,-9,-9,-9,,5,,
05/26/1982 13:00,2794.54,1,688,61.8,0.312,0.144,3.1,0.83,87.7,-9,-9,-9,,5,,
05/27/1982 13:00,2795.54,0.75,608,49.3,0.328,0.151,2.98,0.9,86,-9,-9,-9,,5,,
05/28/1982 01:00,2796.04,0.38,595,42.6,0.336,0.19,3.04,1,93.8,-9,-9,-9,,5,,
05/28/1982 07:00,2796.29,0.25,1130,665,1.58,0.147,2.45,2.94,99.6,-9,-9,-9,,5,,
05/28/1982 13:00,2796.54,0.25,1210,430,0.906,0.241,2.54,1.82,92.9,-9,-9,-9,,5,,
05/28/1982 19:00,2796.79,0.25,1020,364,0.602,0.155,2.48,1.68,92.8,-9,-9,-9,,5,,
05/29/1982 01:00,2797.04,0.38,906,145,0.452,0.162,2.06,1.23,80.7,-9,-9,-9,,5,,
05/29/1982 13:00,2797.54,0.75,765,71,0.378,0.175,2.2,1.13,89.7,-9,-9,-9,,5,,
05/30/1982 13:00,2798.54,0.88,701,97,0.453,0.212,2.39,1.15,91.4,-9,-9,-9,,5,,
05/31/1982 07:00,2799.29,0.5,656,56.7,0.433,0.187,2.55,1.08,88.1,-9,-9,-9,,5,,
05/31/1982 13:00,2799.54,0.63,612,43.1,0.371,0.194,2.51,0.89,86.9,-9,-9,-9,,5,,
06/01/1982 13:00,2800.54,1,535,37.3,0.375,0.207,2.84,0.89,91.6,-9,-9,-9,,6,,
06/02/1982 13:00,2801.54,1,560,30.3,0.444,0.271,2.88,0.95,107.4,-9,-9,-9,,6,,
06/03/1982 13:00,2802.54,1,451,29.6,0.375,0.225,2.95,0.97,103.5,-9,-9,-9,,6,,
06/04/1982 13:00,2803.54,1,403,25.8,0.403,0.229,2.51,0.88,96.4,-9,-9,-9,,6,,
06/05/1982 13:00,2804.54,1,356,23.4,0.397,0.207,2.55,0.87,93,-9,-9,-9,,6,,
06/06/1982 13:00,2805.54,0.88,854,108,0.515,0.179,2.33,1.32,111.1,-9,-9,-9,,6,,
06/07/1982 07:00,2806.29,0.5,621,42,0.365,0.185,2.04,1.03,101.6,-9,-9,-9,,6,,
06/07/1982 13:00,2806.54,0.63,586,32.8,0.332,0.197,2.49,0.81,113.9,-9,-9,-9,,6,,
06/08/1982 13:00,2807.54,1,526,28.2,0.37,0.214,3.06,0.85,128.7,-9,-9,-9,,6,,
06/09/1982 13:00,2808.54,1,505,24,0.401,0.242,2.71,0.95,113.9,-9,-9,-9,,6,,
06/10/1982 13:00,2809.54,1,552,21.8,0.352,0.196,2.7,0.94,87.7,-9,-9,-9,,6,,
06/11/1982 13:00,2810.54,1,573,19.2,0.331,0.179,2.48,0.89,83.3,-9,-9,-9,,6,,
06/12/1982 13:00,2811.54,1,543,20.2,0.321,0.189,2.13,1.04,81.4,-9,-9,-9,,6,,
06/13/1982 13:00,2812.54,0.88,522,21,0.31,0.17,2.23,0.92,80,-9,-9,-9,,6,,
06/14/1982 07:00,2813.29,0.5,480,27.5,0.318,0.161,1.86,0.92,82.7,-9,-9,-9,,6,,
06/14/1982 13:00,2813.54,0.63,451,21.7,0.277,0.149,2.13,0.54,81,-9,-9,-9,,6,,
06/15/1982 13:00,2814.54,1,376,18.2,0.315,0.197,2.72,0.54,84.4,-9,-9,-9,,6,,
06/16/1982 13:00,2815.54,0.63,1370,216,0.767,0.302,3.05,1.78,94.4,-9,-9,-9,,6,,
06/16/1982 19:00,2815.79,0.25,1730,372,0.862,0.202,2.03,2.1,85.7,-9,-9,-9,,6,,
06/17/1982 01:00,2816.04,0.25,3010,667,1.16,0.092,1.56,2.78,78,-9,-9,-9,,6,,
06/17/1982 07:00,2816.29,0.25,2410,393,0.749,0.103,1.61,1.21,69,-9,-9,-9,,6,,
06/17/1982 13:00,2816.54,0.25,1760,183,0.478,0.117,1.46,1.47,73.8,-9,-9,-9,,6,,
06/17/1982 19:00,2816.79,0.5,1490,124,0.392,0.12,1.45,0.81,75.4,-9,-9,-9,,6,,
06/18/1982 13:00,2817.54,0.88,1040,79.4,0.375,0.157,2.03,0.77,74.6,-9,-9,-9,,6,,
06/19/1982 13:00,2818.54,1,774,45.2,0.316,0.133,2.21,1.1,78.2,-9,-9,-9,,6,,
06/20/1982 13:00,2819.54,0.88,665,28.8,0.298,0.128,2.28,1.03,83.4,-9,-9,-9,,6,,
06/21/1982 07:00,2820.29,0.5,1030,201,0.517,0.17,2.05,1.46,85.7,-9,-9,-9,,6,,
06/21/1982 13:00,2820.54,0.63,987,98.4,0.408,0.184,2.76,0.88,78.5,-9,-9,-9,,6,,
06/22/1982 13:00,2821.54,1,978,101,0.518,0.206,2.63,-9,78.7,-9,-9,-9,,6,,
06/23/1982 13:00,2822.54,1,738,40.1,0.37,0.174,2.68,0.8,83.1,-9,-9,-9,,6,,
06/24/1982 13:00,2823.54,1,621,26.3,0.299,0.176,2.68,0.74,86.2,-9,-9,-9,,6,,
06/25/1982 13:00,2824.54,1,522,19,0.321,0.201,2.92,0.84,88.1,-9,-9,-9,,6,,
06/26/1982 13:00,2825.54,1,451,17.6,0.348,0.224,2.79,0.78,88.4,-9,-9,-9,,6,,
06/27/1982 13:00,2826.54,0.88,415,14.7,0.325,0.178,2.53,0.9,97.6,-9,-9,-9,,6,,
06/28/1982 07:00,2827.29,0.5,387,14,0.345,0.212,2.88,0.94,94.9,-9,-9,-9,,6,,
06/28/1982 13:00,2827.54,0.25,368,13.3,0.323,0.205,2.77,0.42,92.1,-9,-9,-9,,6,,
06/28/1982 19:00,2827.79,0.25,387,29.5,0.386,0.221,3.33,0.79,94.9,-9,-9,-9,,6,,
06/29/1982 01:00,2828.04,0.25,2060,3110,3.41,0.157,2.05,8.09,74,-9,-9,-9,,6,,
06/29/1982 07:00,2828.29,0.25,2650,1230,1.28,0.061,1.71,3.57,54.2,-9,-9,-9,,6,,
06/29/1982 13:00,2828.54,0.25,5190,1360,1.68,0.166,1.77,4.13,58.2,-9,-9,-9,,6,,
06/29/1982 19:00,2828.79,0.25,3890,542,0.796,0.12,1.48,1.81,47.6,-9,-9,-9,,6,,
06/30/1982 01:00,2829.04,0.25,2310,311,0.612,0.105,1.51,1.46,58,-9,-9,-9,,6,,
06/30/1982 07:00,2829.29,0.25,1750,180,0.457,0.102,1.46,1.08,63.6,-9,-9,-9,,6,,
06/30/1982 13:00,2829.54,0.25,1600,125,0.372,0.009,1.21,1,64.2,-9,-9,-9,,6,,
06/30/1982 19:00,2829.79,0.25,1530,112,0.364,0.134,1.73,1.13,83.2,-9,-9,-9,,6,,
07/01/1982 01:00,2830.04,0.25,1440,106,0.361,0.104,1.71,1,90.8,-9,-9,-9,,7,,
07/01/1982 07:00,2830.29,0.25,1340,109,0.363,0.127,1.75,0.97,94.7,-9,-9,-9,,7,,
07/01/1982 13:00,2830.54,0.25,1200,114,0.348,0.13,2,0.96,83.8,-9,-9,-9,,7,,
07/01/1982 19:00,2830.79,0.25,1110,85.9,0.319,0.123,1.85,0.86,73.7,-9,-9,-9,,7,,
07/02/1982 01:00,2831.04,0.25,1060,68.2,0.307,0.125,1.77,0.81,67,-9,-9,-9,,7,,
07/02/1982 07:00,2831.29,0.25,1000,72.2,0.309,0.129,1.98,0.88,68,-9,-9,-9,,7,,
07/02/1982 13:00,2831.54,0.25,959,61.5,0.338,0.118,2.24,0.91,65.5,-9,-9,-9,,7,,
07/02/1982 19:00,2831.79,0.25,925,66.1,0.323,0.046,1.8,0.9,64.3,-9,-9,-9,,7,,
07/03/1982 01:00,2832.04,0.25,935,56.9,0.29,0.098,1.84,0.84,63,-9,-9,-9,,7,,
07/03/1982 07:00,2832.29,0.25,1150,200,0.383,0.112,2.13,0.96,66,-9,-9,-9,,7,,
07/03/1982 13:00,2832.54,0.25,1960,308,0.503,0.109,1.8,1.38,66.3,-9,-9,-9,,7,,
07/03/1982 19:00,2832.79,0.25,3170,418,0.634,0.089,1.34,1.44,82.2,-9,-9,-9,,7,,
07/04/1982 01:00,2833.04,0.25,3020,422,0.65,0.082,1.3,1.8,81,-9,-9,-9,,7,,
07/04/1982 07:00,2833.29,0.25,2280,231,0.467,0.067,1.25,1.43,69.8,-9,-9,-9,,7,,
07/04/1982 13:00,2833.54,0.25,1910,156,0.365,0.048,1.16,1.1,64.5,-9,-9,-9,,7,,
07/04/1982 19:00,2833.79,0.25,1720,123,0.326,0.065,1.26,1.02,61.9,-9,-9,-9,,7,,
07/05/1982 01:00,2834.04,0.25,1550,104,0.315,0.032,1.35,0.95,67.6,-9,-9,-9,,7,,
07/05/1982 07:00,2834.29,0.75,1380,96.7,0.303,0.073,1.52,0.9,67,-9,-9,-9,,7,,
07/06/1982 13:00,2835.54,1.13,987,74.6,0.284,0.145,2.08,0.49,73.7,-9,-9,-9,,7,,
07/07/1982 13:00,2836.54,1,858,56.4,0.292,0.15,2.22,0.79,68.2,-9,-9,-9,,7,,
07/08/1982 13:00,2837.54,1,774,44,0.323,0.169,2.03,0.87,71.9,-9,-9,-9,,7,,
07/09/1982 13:00,2838.54,1,665,37.1,0.306,0.167,1.89,0.84,83.9,-9,-9,-9,,7,,
07/10/1982 13:00,2839.54,1,586,36.8,0.32,0.178,2.02,0.87,78.6,-9,-9,-9,,7,,
07/11/1982 13:00,2840.54,0.88,535,33.9,0.34,0.195,2.16,0.84,82.3,-9,-9,-9,,7,,
07/12/1982 07:00,2841.29,0.5,530,22.4,0.354,0.219,1.9,0.91,83,-9,-9,-9,,7,,
07/12/1982 13:00,2841.54,0.63,509,22.6,0.321,0.185,2.25,0.56,84.1,-9,-9,-9,,7,,
07/13/1982 13:00,2842.54,1,447,19.5,0.332,0.208,2.72,0.56,87.3,-9,-9,-9,,7,,
07/14/1982 13:00,2843.54,1,387,17.8,0.33,0.208,2.79,0.57,87.7,-9,-9,-9,,7,,
07/15/1982 13:00,2844.54,1,356,16.1,0.333,0.203,3,0.56,102,-9,-9,-9,,7,,
07/16/1982 13:00,2845.54,1,335,15.6,0.303,0.184,2.86,0.6,126.5,-9,-9,-9,,7,,
07/17/1982 13:00,2846.54,1,328,16.2,0.304,0.176,2.53,0.67,122.1,-9,-9,-9,,7,,
07/18/1982 13:00,2847.54,0.88,331,26.3,0.34,0.198,2.42,0.81,117.1,-9,-9,-9,,7,,
07/19/1982 07:00,2848.29,0.5,573,31.2,0.387,0.217,2.18,0.88,105.7,-9,-9,-9,,7,,
07/19/1982 13:00,2848.54,0.63,387,10.4,0.327,0.24,2.36,0.79,100.2,-9,-9,-9,,7,,
07/20/1982 13:00,2849.54,1,464,38.7,0.447,0.211,2.53,0.75,91,-9,-9,-9,,7,,
07/21/1982 13:00,2850.54,1,346,29.9,0.466,0.219,2.81,0.86,102.7,-9,-9,-9,,7,,
07/22/1982 13:00,2851.54,1,289,35.4,0.539,0.321,3.32,0.92,111.7,-9,-9,-9,,7,,
07/23/1982 13:00,2852.54,1,310,31.9,0.503,0.259,3.61,1.09,115.7,-9,-9,-9,,7,,
07/24/1982 13:00,2853.54,1,331,22.4,0.497,0.263,2.53,2.24,117.7,-9,-9,-9,,7,,
07/25/1982 13:00,2854.54,0.88,324,16.5,0.437,0.291,1.91,3.3,112.7,-9,-9,-9,,7,,
07/26/1982 07:00,2855.29,0.63,307,16.8,0.435,0.307,2.07,3.97,142.1,-9,-9,-9,,7,,
07/26/1982 19:00,2855.79,0.75,269,11.3,0.374,-9,4.09,0.72,119,-9,-9,-9,,7,,
07/27/1982 19:00,2856.79,1,286,12.8,0.445,-9,4.61,0.85,113.8,-9,-9,-9,,7,,
07/28/1982 19:00,2857.79,1,317,19.8,0.556,-9,4.74,1.05,105.1,-9,-9,-9,,7,,
07/29/1982 19:00,2858.79,1,269,12.5,0.443,-9,4.45,0.94,123.7,-9,-9,-9,,7,,
07/30/1982 19:00,2859.79,1,235,10.8,0.42,-9,4.1,0.94,125.5,-9,-9,-9,,7,,
07/31/1982 19:00,2860.79,1,205,9,0.481,-9,4.22,1.46,121.7,-9,-9,-9,,7,,
08/01/1982 19:00,2861.79,0.75,205,12.5,0.497,-9,4.01,2.44,125.9,-9,-9,-9,,8,,
08/02/1982 07:00,2862.29,0.63,224,11.4,0.534,-9,3.82,2.47,117.3,-9,-9,-9,,8,,
08/03/1982 01:00,2863.04,0.63,342,40.5,0.76,0.563,4.46,0.9,105.8,-9,-9,-9,,8,,
08/03/1982 13:00,2863.54,0.75,296,20.2,0.671,0.492,4.76,0.82,113,-9,-9,-9,,8,,
08/04/1982 13:00,2864.54,1,547,321,0.92,0.21,3.67,1.7,101.1,-9,-9,-9,,8,,
08/05/1982 13:00,2865.54,1,476,118,0.429,0.133,2.05,0.88,85.3,-9,-9,-9,,8,,
08/06/1982 13:00,2866.54,1,267.5,46,0.386,0.218,2.66,0.88,103,-9,-9,-9,,8,,
08/07/1982 13:00,2867.54,1,257.5,40.1,0.476,0.238,2.83,2.23,162.8,-9,-9,-9,,8,,
08/08/1982 13:00,2868.54,0.88,267.7,47.2,0.434,0.237,2.52,3.22,120.4,-9,-9,-9,,8,,
08/09/1982 07:00,2869.29,0.5,261.7,59.5,0.562,0.29,2.51,2.95,114.9,-9,-9,-9,,8,,
08/09/1982 13:00,2869.54,0.63,258.6,42.3,0.554,0.404,4.57,0.93,114,-9,-9,-9,,8,,
08/10/1982 13:00,2870.54,1,226.3,38.8,0.503,0.336,4.45,0.78,111,-9,-9,-9,,8,,
08/11/1982 13:00,2871.54,1,208.7,39.4,0.571,0.355,5.57,0.91,116.1,-9,-9,-9,,8,,
08/12/1982 13:00,2872.54,1,201.4,27.2,0.557,0.337,5.34,0.94,122.7,-9,-9,-9,,8,,
08/13/1982 13:00,2873.54,1,187.1,23.9,0.501,0.345,4.78,1.31,126.5,-9,-9,-9,,8,,
08/14/1982 13:00,2874.54,1,166.5,19.7,0.42,0.259,3.85,2.18,129.5,-9,-9,-9,,8,,
08/15/1982 13:00,2875.54,0.88,154.8,17.1,0.487,0.336,3.21,3.01,123.2,-9,-9,-9,,8,,
08/16/1982 07:00,2876.29,0.5,169.8,21,0.468,0.265,3.28,3.23,117.7,-9,-9,-9,,8,,
08/16/1982 13:00,2876.54,0.63,174.6,17.4,-9,0.227,6.11,1.29,119.9,-9,-9,-9,,8,,
08/17/1982 13:00,2877.54,1,187.3,15.3,0.463,0.191,6.14,1.05,116.9,-9,-9,-9,,8,,
08/18/1982 13:00,2878.54,1,169.9,12.3,0.433,0.218,6.29,0.93,116.8,-9,-9,-9,,8,,
08/19/1982 13:00,2879.54,1,170.5,11.4,0.37,0.206,5.85,0.98,121.1,-9,-9,-9,,8,,
08/20/1982 13:00,2880.54,1,254.8,78,0.603,0.278,5.3,1.25,111.4,-9,-9,-9,,8,,
08/21/1982 13:00,2881.54,1,294.9,53.4,0.499,0.235,3.25,2.39,116.1,-9,-9,-9,,8,,
08/22/1982 13:00,2882.54,0.88,220.7,25.2,0.418,0.242,2.46,3.11,153,-9,-9,-9,,8,,
08/23/1982 07:00,2883.29,0.5,178.7,24.2,0.42,0.25,2.8,2.53,125.9,-9,-9,-9,,8,,
08/23/1982 13:00,2883.54,0.63,167.9,22.5,0.367,0.314,4.8,0.8,142,-9,-9,-9,,8,,
08/24/1982 13:00,2884.54,1,188.1,21.8,0.425,0.311,5.4,0.81,125,-9,-9,-9,,8,,
08/25/1982 13:00,2885.54,1,189.7,17.2,0.514,0.373,5.8,0.81,133,-9,-9,-9,,8,,
08/26/1982 13:00,2886.54,0.88,160.9,19.3,0.493,0.332,5.5,0.81,151,-9,-9,-9,,8,,
08/27/1982 07:00,2887.29,0.5,176.6,21,0.445,0.33,4.8,0.88,140,-9,-9,-9,,8,,
08/27/1982 13:00,2887.54,0.25,181.3,16.9,0.433,0.293,4.8,0.85,127,-9,-9,-9,,8,,
08/27/1982 19:00,2887.79,0.25,183,13.1,0.419,0.291,4.9,0.95,133,-9,-9,-9,,8,,
08/28/1982 01:00,2888.04,0.25,184.8,18.2,0.437,0.28,4.3,0.98,135,-9,-9,-9,,8,,
08/28/1982 07:00,2888.29,0.25,186.5,18.8,0.458,0.301,5.1,0.89,132,-9,-9,-9,,8,,
08/28/1982 13:00,2888.54,0.25,187.8,15.6,0.439,0.286,4.8,1.11,129,-9,-9,-9,,8,,
08/28/1982 19:00,2888.79,0.25,186.8,14.1,0.419,0.265,4.4,0.95,136,-9,-9,-9,,8,,
08/29/1982 01:00,2889.04,0.25,185.8,18.2,0.417,0.063,4.1,0.99,137,-9,-9,-9,,8,,
08/29/1982 07:00,2889.29,0.25,184.8,19.9,0.442,0.299,4.5,1.01,149,-9,-9,-9,,8,,
08/29/1982 13:00,2889.54,0.25,183.4,25.6,0.443,0.309,4.5,1.09,158,-9,-9,-9,,8,,
08/29/1982 19:00,2889.79,0.25,179.9,13.5,0.445,0.305,4.2,1.07,156,-9,-9,-9,,8,,
08/30/1982 01:00,2890.04,0.25,176.4,16.5,0.428,0.302,3.7,1.08,152,-9,-9,-9,,8,,
08/30/1982 07:00,2890.29,0.75,172.9,18.2,0.451,0.439,4.4,1.11,153,-9,-9,-9,,8,,
08/31/1982 13:00,2891.54,1.13,177.2,16.6,0.445,0.358,5.01,0.66,120.8,-9,-9,-9,,8,,
09/01/1982 13:00,2892.54,1,182.6,12.6,0.53,0.428,5.37,0.82,125.5,-9,-9,-9,,9,,
09/02/1982 13:00,2893.54,1,231.1,13.7,0.449,0.34,4.67,0.76,128.4,-9,-9,-9,,9,,
09/03/1982 13:00,2894.54,1,481.9,99,0.457,0.234,4.1,0.89,109.3,-9,-9,-9,,9,,
09/04/1982 13:00,2895.54,1,266.3,36.1,0.381,0.225,2.82,1.21,106.8,-9,-9,-9,,9,,
09/05/1982 13:00,2896.54,1,226.1,28.6,0.381,0.269,3.58,1.38,124.1,-9,-9,-9,,9,,
09/06/1982 13:00,2897.54,0.88,204.9,24.3,0.453,0.32,4.15,1.42,120.3,-9,-9,-9,,9,,
09/07/1982 07:00,2898.29,0.63,202.6,21.8,0.545,0.432,4.5,0.84,138.3,-9,-9,-9,,9,,
09/07/1982 19:00,2898.79,0.75,209.3,22.9,0.555,0.511,5.13,0.87,122.1,-9,-9,-9,,9,,
09/08/1982 19:00,2899.79,1,225.8,16.3,0.622,0.557,5.02,0.81,121.4,-9,-9,-9,,9,,
09/09/1982 19:00,2900.79,1,217.8,20,0.584,0.497,4.56,0.83,123.4,-9,-9,-9,,9,,
09/10/1982 19:00,2901.79,1,200.9,18.3,0.515,0.45,4.21,0.88,120,-9,-9,-9,,9,,
09/11/1982 19:00,2902.79,1,182,16.1,0.416,0.344,4.17,1.17,130.7,-9,-9,-9,,9,,
09/12/1982 19:00,2903.79,0.75,155.3,15.8,0.396,0.307,4.01,0.92,119.8,-9,-9,-9,,9,,
09/13/1982 07:00,2904.29,0.38,147.3,16.5,0.379,0.274,3.96,1.16,115.9,-9,-9,-9,,9,,
09/13/1982 13:00,2904.54,0.63,147.7,13.9,0.397,0.252,4.78,0.68,118.5,-9,-9,-9,,9,,
09/14/1982 13:00,2905.54,0.63,257.1,13.5,0.452,0.301,4.95,0.84,108,-9,-9,-9,,9,,
09/14/1982 19:00,2905.79,0.25,397.8,26.3,0.478,0.318,4.72,0.47,109,-9,-9,-9,,9,,
09/15/1982 01:00,2906.04,0.25,538.6,594,1.59,0.401,3.86,3.04,85.1,-9,-9,-9,,9,,
09/15/1982 07:00,2906.29,0.25,679.3,742,1.21,0.312,3.39,2.71,92,-9,-9,-9,,9,,
09/15/1982 13:00,2906.54,0.25,776.1,264,1.11,0.368,5.01,1.99,110.5,-9,-9,-9,,9,,
09/15/1982 19:00,2906.79,0.5,648.6,71.6,0.483,0.189,3.19,1.08,84.8,-9,-9,-9,,9,,
09/16/1982 13:00,2907.54,0.88,284.4,31.7,0.522,0.329,2.72,1.28,84.4,-9,-9,-9,,9,,
09/17/1982 13:00,2908.54,1,224.8,33.4,0.426,0.25,3.5,2.66,103,-9,-9,-9,,9,,
09/18/1982 13:00,2909.54,1,266.3,60.6,0.487,0.284,3.48,2.85,106.6,-9,-9,-9,,9,,
09/19/1982 13:00,2910.54,0.88,225.7,25.8,0.403,0.229,3.1,3.07,112,-9,-9,-9,,9,,
09/20/1982 07:00,2911.29,1,201.7,26,0.407,0.272,4.71,2.91,118.3,-9,-9,-9,,9,,
09/27/1982 13:00,2918.54,1,1422,469,1.12,0.187,3.17,1.85,80.1,-9,-9,-9,,9,,
09/27/1982 19:00,2918.79,0.25,1312,321,1.27,0.273,2.89,2.21,78.6,-9,-9,-9,,9,,
09/28/1982 01:00,2919.04,0.25,1202,185,0.661,0.178,2.04,0.6,72,-9,-9,-9,,9,,
09/28/1982 07:00,2919.29,0.25,1092,118,0.527,0.161,2.1,0.84,76.4,-9,-9,-9,,9,,
09/28/1982 13:00,2919.54,0.38,979.3,90,0.452,0.152,2.14,0.73,78.9,-9,-9,-9,,9,,
09/29/1982 01:00,2920.04,0.5,726.8,58.7,0.38,0.163,2.74,0.45,88.7,-9,-9,-9,,9,,
09/29/1982 13:00,2920.54,0.75,490.2,42.2,0.334,0.161,2.89,0.68,95.3,-9,-9,-9,,9,,
09/30/1982 13:00,2921.54,1,376.4,30.7,0.39,0.227,3.69,0.62,107,-9,-9,-9,,9,,
10/01/1982 13:00,2922.54,1,337.3,31.7,0.474,0.271,4.07,1.25,107.9,-9,-9,-9,,10,,
10/02/1982 13:00,2923.54,1,273.5,26.6,0.39,0.202,3.78,2.61,106.2,-9,-9,-9,,10,,
10/03/1982 13:00,2924.54,0.88,238.5,28.9,0.47,0.294,3.37,3.26,108.9,-9,-9,-9,,10,,
10/04/1982 07:00,2925.29,0.5,230.3,30,0.38,0.211,3.57,3.12,108.4,-9,-9,-9,,10,,
10/04/1982 13:00,2925.54,0.63,228.2,20.9,0.311,-9,5.97,0.77,112.7,-9,-9,-9,,10,,
10/05/1982 13:00,2926.54,1,235.4,16.3,0.286,-9,6.21,0.79,109.5,-9,-9,-9,,10,,
10/06/1982 13:00,2927.54,1,320.5,19.9,0.312,-9,7.2,0.91,115.9,-9,-9,-9,,10,,
10/07/1982 13:00,2928.54,0.75,458.3,15.7,0.237,-9,4.78,0.76,108.2,-9,-9,-9,,10,,
10/08/1982 01:00,2929.04,0.38,584.3,79.5,0.475,-9,5.47,1.04,105.5,-9,-9,-9,,10,,
10/08/1982 07:00,2929.29,0.25,647.3,146,0.546,-9,4.78,1.08,97.7,-9,-9,-9,,10,,
10/08/1982 13:00,2929.54,0.25,688.4,266,0.572,-9,4.88,1.63,96.6,-9,-9,-9,,10,,
10/08/1982 19:00,2929.79,0.5,617.6,84.5,0.35,-9,3.64,0.97,86.7,-9,-9,-9,,10,,
10/09/1982 13:00,2930.54,0.88,409.4,25.8,0.254,-9,3.36,1.36,84,-9,-9,-9,,10,,
10/10/1982 13:00,2931.54,0.88,231.7,18.1,0.291,-9,3.28,1.9,95.8,-9,-9,-9,,10,,
10/11/1982 07:00,2932.29,1,226.5,19,0.386,-9,3.94,3.09,103.3,-9,-9,-9,,10,,
10/12/1982 13:00,2933.54,1.13,223.8,18.5,0.461,0.285,7.05,1.06,100.1,-9,-9,-9,,10,,
10/13/1982 13:00,2934.54,1,195.5,12.8,0.394,0.26,5.88,1.99,98.5,-9,-9,-9,,10,,
10/14/1982 13:00,2935.54,1,182.5,10.9,0.349,0.222,5.63,1.56,115.5,-9,-9,-9,,10,,
10/15/1982 13:00,2936.54,1,295,5.4,0.35,0.227,5.14,2.29,121.4,-9,-9,-9,,10,,
10/16/1982 13:00,2937.54,1,315,7.2,0.461,0.313,4.23,2.88,115.9,-9,-9,-9,,10,,
10/17/1982 13:00,2938.54,0.88,340,5.4,0.467,0.33,4.13,2.95,111.5,-9,-9,-9,,10,,
